Sample Name,Sample SubType,Class,SiO2 (wt%),TiO2 (vol%),Al2O3 (wt%),FeO (vol%),MgO (wt%),MnO (wt%),CaO (wt%),Na2O (wt%),K2O (wt%),P2O5 (wt%),Cr2O3 (vol%),Fe (wt%),Cr (wt%),Mn (wt%),Mg (wt%),Ca (wt%),Al (wt%),Na (wt%),Ti (wt%),La (ppm),Sm (ppm),Eu (ppm),Yb (ppm),Lu (ppm),Ba (ppm),He3 (ccstp/g),He4 (ccstp/g),Ne20 (ccstp/g),Ne21 (ccstp/g),Ne22 (ccstp/g),Ar36 (ccstp/g),Ar38 (ccstp/g),Ar40 (ccstp/g),FeTOT (wt%),FeS (wt%),Fe/Mg,MnO/MgO,FeO/MgO,Al2O3/CaO,La/Lu,Eu/Sm,He3/He4,Ne21/Ne22,Ar40/Ar36,Total REE,major_oxides_mean,iron_related_mean,ree_mean,he_group_mean,ne_group_mean,ar_group_mean,lithophile_mean,siderophile_mean,all_noble_gases_mean,elemental_weight_mean,Fe_Oxidation_Index,Mg_Si_Ratio,Mafic_Index,Eu_Anomaly,Silica_Saturation_Index,Mg_Number,Volatile_Depletion_Index,Refractory_Volatile_Ratio,Metal_Silicate_Proxy
NOVO-UREI,UREILITE,Achondrite,41.43,0.075,0.5875,17.4875,35.2025,0.355,1.5275,0.0925,0.02,0.0975,0.7375,15.65571429,0.491,0.295,21.5075,0.772,0.299,0.066833333,0.066666667,0.1,0.01135,0.0023,0.045,93.1490852,0.09,1.09E-07,1.15E-06,4.14E-08,2.44E-08,3.02E-08,2.12E-06,4.03E-07,2.41E-06,15.31666667,1.135,0.727918832,0.010084511,0.496768695,0.384615385,0.001073548,0.202643172,0.092733711,0.80829554,1.13702395,93.3077352,9.9140625,10.70246032,18.66154704,6.30E-07,3.20E-08,1.65E-06,5.661333333,5.480571429,7.87E-07,4.894214286,1.117004289,0.849686218,1.254001309,0.101770903,0.78629721,0.668105902,0.002715424,18.79999983,0.377883521
YAMATO 692,DIOGENITE,Achondrite,53.585,0.072,0.66,14.89,25.71,0.5375,1.155,0.01,0.0035,0.009,1.245,12.745,0.852,0.414,15.505,0.835,0.35,0.0078,0.0432,0.016,0.0107,0.0025,0.068,0.0127,0.26,7.13E-07,6.65E-06,1.90E-07,1.91E-07,2.04E-07,1.12E-08,1.19E-08,1.00E-06,12.745,1.315,0.821992906,0.020906262,0.579152081,0.571428571,1.25984252,0.23364486,0.092733711,0.93627451,89.28571429,0.1099,10.20875,8.935,0.02198,3.68E-06,1.95E-07,3.41E-07,4.17445,4.670333333,1.12E-06,3.844,1.168301295,0.479798451,0.748456079,0.092681627,1.319827586,0.633251232,0.000251936,134.4444345,0.237846412
YAMATO 7308,HOWARDITE,Achondrite,50.51,0.22,4.416666667,16.14333333,21.62333333,0.52,3.983333333,0.143333333,0.030666667,0.02,0.816666667,13.2133475,0.5685,0.408675,12.9241675,2.8657375,2.3746475,0.1039295,0.1272,0.6115,0.406,0.1666,0.424,0.0756,6.755,2.88E-07,2.16E-05,1.12E-07,5.19E-08,6.52E-08,1.47E-08,1.72E-08,5.61E-06,13.19666667,0.703333333,1.022375136,0.024048096,0.746570063,1.108786611,8.088624339,0.410344828,0.013325608,0.795245399,382.8668942,1.6837,10.15591667,9.0377825,0.33674,1.09E-05,7.62E-08,1.88E-06,4.5671205,4.730174167,3.47E-06,4.073275563,1.221744401,0.428100046,0.687583445,0.401540218,1.337422771,0.57255075,0.003444862,48.27586179,0.261598644
YAMATO 75011,EUCRITE-PMICT,Achondrite,48.25,1.03,10.87,17.77,7.55,0.54,10.21,0.55,0.05,0.15,0.4,15.17,0.225,0.417,4.39,6.926666667,6.1715,0.41,0.5335,5.116666667,3.033333333,0.798,2.813333333,0.416333333,82.5,6.45E-07,0.000101,1.33E-07,1.35E-07,1.68E-07,6.32E-08,8.98E-08,2.88E-05,15.31,1.06,3.455580866,0.071523179,2.353642384,1.064642507,12.28983187,0.263076923,0.006386139,0.803571429,455.6962025,12.17766667,9.77125,10.51333333,2.435533333,5.08E-05,1.45E-07,9.65E-06,4.474541667,5.270666667,1.64E-05,4.280458333,1.171390903,0.156476684,0.428281461,0.273169512,1.905608215,0.298183254,0.012435233,35.13333327,0.314404145
YAMATO 74123,UREILITE,Achondrite,33.21,0.08,0.9,17.34,37.29,0.37,0.55,0.03,0.02,0.61,0.73,16.33,0.499,0.286,22.49,0.39,0.476,0.02,0.048,0.0156,0.0043,0.0007,0.0394,0.0075,0.51,1.42E-07,1.78E-06,7.88E-08,1.59E-08,2.51E-08,6.36E-06,1.18E-06,1.71E-06,16.33,0.82,0.726100489,0.009922231,0.465004023,1.636363636,2.08,0.162790698,0.079775281,0.631474104,0.269008915,0.0675,9.1225,11.16,0.0135,9.61E-07,3.99E-08,3.08E-06,5.844,5.705,1.41E-06,5.067375,1.061849357,1.122854562,1.601583113,0.053779365,0.607907743,0.682591982,0.001505571,28.99999942,0.491719362
YAMATO 75032,DIOGENITE,Achondrite,52.41,0.33,2.84,18.725,20.945,0.58,3.46,0.11,0.04,0.03,0.705,14.99575,0.4965,0.43309,12.87255,2.472,1.341455,0.076164,0.206666667,0.5615,0.414,0.123,0.633,0.108,7.365,3.92E-07,2.13E-06,6.79E-08,7.18E-08,8.02E-08,8.18E-09,1.15E-08,1.41E-06,14.65,0.3,1.164940125,0.027691573,0.894008116,0.820809249,5.199074074,0.297101449,0.092733711,0.895305359,171.8654434,1.8395,10.051875,9.981916667,0.3679,1.26E-06,7.33E-08,4.75E-07,4.19054225,5.308446667,5.20E-07,4.111771958,1.248687128,0.399637474,0.71800905,0.240271957,1.321149483,0.527980842,0.002862049,41.99999972,0.286123831
YAMATO 790260,EUCRITE-PMICT,Achondrite,48.24,0.86,13.72,17.56,7.36,0.51,10.37,0.5,0.06,0.07,0.37,14.059585,0.2445,0.3905,4.48125,7.011875,6.88385,0.35195,0.4975,3.29,1.739,0.6135,1.667,0.2905,40.8,1.42E-07,1.12E-05,3.19E-08,3.22E-08,3.91E-08,1.85E-08,2.68E-08,1.61E-05,13.97,0.51,3.137424826,0.069293478,2.385869565,1.323047252,11.3253012,0.352788959,0.012651786,0.822676897,869.2446043,7.6,10.10375,9.513195,1.52,5.67E-06,3.44E-08,5.39E-06,4.68223125,4.898195,3.45E-06,4.24012625,1.248970009,0.152570481,0.402194964,0.360327141,1.935794542,0.295345104,0.011608624,43.01785707,0.291450767
YAMATO 791960,EUCRITE-PMICT,Achondrite,49.5,0.65,11.62,17.98,9.19,0.52,8.72,0.37,0.03,0.12,0.47,14.43,0.301,0.402,5.54,6.23,6.15,0.27,0.3945,2.79,1.71,0.64,1.87,0.3,28.6,1.24E-07,3.93E-06,3.79E-08,2.27E-08,2.86E-08,1.13E-08,1.17E-08,1.28E-05,14.43,0.56,2.604693141,0.056583243,1.956474429,1.332568807,9.3,0.374269006,0.031628499,0.793706294,1132.647059,7.31,10.00875,9.806666667,1.462,2.03E-06,2.97E-08,4.29E-06,4.5475,5.044333333,2.13E-06,4.2146875,1.246015246,0.185656566,0.44453534,0.357899519,1.821862348,0.338240707,0.008080808,50.84999987,0.291515152
ZMENJ,HOWARDITE,Achondrite,50.32,0.39,6.166666667,17.14666667,18.18333333,0.533333333,5.123333333,0.2405,0.0745,0.05,0.92,13.684115,0.63,0.40761,11.06616,3.58235,3.050725,0.141722,0.176,0.92,0.649,0.242666667,0.6775,0.119,11.4,6.10E-07,2.91E-05,1.14E-07,1.16E-07,1.29E-07,1.93E-08,2.48E-08,5.90E-06,13.275,0.48,1.23657303,0.029330889,0.942988084,1.203643461,7.731092437,0.373908577,0.020962199,0.899224806,305.6994819,2.608166667,10.08645833,9.146371667,0.521633333,1.49E-05,1.20E-07,1.98E-06,4.46023925,4.907241667,4.50E-06,4.09233525,1.253034388,0.361354001,0.625457335,0.365959584,1.42428531,0.514671195,0.006259936,35.84126973,0.271941872
YAMATO 793164,EUCRITE-PMICT,Achondrite,48.435,0.93,12.035,19.98,5.9,0.57,10.615,0.56,0.06,0.14,0.3,15.51837,0.20075,0.428133333,3.4385125,7.30575,6.37223,0.45755,0.55775,3.095,1.925,0.71,2.3,0.34,50,9.00E-08,3.89E-05,1.47E-08,1.40E-08,1.74E-08,9.20E-09,1.20E-08,2.75E-05,15.53,0.854141667,4.513105594,0.096610169,3.386440678,1.133772963,9.102941176,0.368831169,0.002313625,0.804597701,2989.130435,8.37,9.789375,10.63417056,1.674,1.95E-05,1.54E-08,9.17E-06,4.393510625,5.382417778,8.32E-06,4.284880729,1.287506355,0.121812739,0.427980817,0.337426404,1.871522411,0.22797527,0.012800661,36.53225801,0.320395788
APPLEY BRIDGE,LL6 CHONDRITE,LL,42.13333333,0.106,2.54,20.07666667,26.52666667,0.33,2.206666667,1.01,0.126666667,0.313333333,0.326666667,18.792,0.3954,0.263833333,15.07333333,1.106666667,1.31025,0.6582,0.062333333,44.67657143,27.58871429,10.92277143,30.60928571,4.744142857,3.14,1.80E-08,8.87E-06,3.80E-09,2.87E-09,3.60E-09,4.05E-09,1.15E-09,4.31E-05,17.64,5.26,1.246704998,0.012440312,0.756848454,1.151057402,9.417206179,0.395914478,0.002024817,0.796296296,7225.933511,118.5414857,9.398333333,13.89733333,23.70829714,4.44E-06,3.42E-09,1.44E-05,4.5371125,6.483744444,6.50E-06,4.707752083,1.068362424,0.629588608,1.043202507,0.375872469,0.904084114,0.569201059,0.026977848,4.175953076,0.446012658
OLIVENZA,LL5 CHONDRITE,LL,41.4,0.113333333,2.505,20.6025,25.5,0.3075,2.1225,1.0375,0.1675,0.285,0.3175,18.142,0.2928,0.241166667,15.27666667,1.396666667,1.17625,0.685,0.066033333,34.153,19.6733,8.736455556,26.30522222,4.279625,15.17666667,1.38E-07,1.40E-05,3.46E-08,3.62E-08,4.03E-08,1.14E-08,1.11E-08,6.32E-05,18.83666667,5.54,1.187562732,0.012058824,0.807941176,1.180212014,7.980372112,0.444076772,0.009856631,0.897022333,5554.285714,93.14760278,9.165625,14.17288889,18.62952056,7.04E-06,3.70E-08,2.11E-05,4.633645833,6.225322222,9.68E-06,4.659572917,1.135624518,0.615942029,1.050051247,0.384039307,0.897999024,0.553115341,0.02910628,3.840248959,0.43821256
ENSISHEIM,LL6 CHONDRITE,LL,40.325,0.14,2.075,17.655,25.34,0.325,2.14,0.96,0.085,0.265,0.435,20.41333333,0.338666667,0.2525,15.28,1.53,1.089,0.656,0.0816,0.423,0.249,0.0855,0.257,0.037,5.44,3.13E-07,1.36E-05,6.63E-08,7.27E-08,7.87E-08,8.20E-09,8.20E-09,8.51E-06,19.97,5.98,1.335951134,0.012825572,0.696724546,0.969626168,11.43243243,0.343373494,0.02305709,0.92392456,1037.804878,1.0515,8.939375,15.45444444,0.2103,6.94E-06,7.25E-08,2.84E-06,4.63875,7.0015,2.83E-06,4.9551375,0.864875898,0.628394296,1.014033019,0.337986908,0.937899756,0.589370857,0.025914445,4.033492819,0.506220293
TUXTUAC,LL5 CHONDRITE,LL,42.46666667,0.103333333,2.316666667,19.49,25.88333333,0.333333333,1.963333333,0.98,0.1,0.226666667,0.333333333,19.22,0.383,0.232,14.91,1.37,1.106,0.77,0.066,0.357,0.2244,0.0939,0.2628,0.0401,4.582041667,2.22E-07,1.94E-05,3.64E-08,3.59E-08,4.23E-08,1.22E-08,6.35E-09,6.29E-05,17.77,4.96,1.28906774,0.0128783,0.752994205,1.179966044,8.902743142,0.418449198,0.011466942,0.850493097,5172.839506,0.9782,9.28375,13.98333333,0.19564,9.79E-06,3.82E-08,2.10E-05,4.539,6.611666667,1.03E-05,4.757125,1.014047867,0.609497645,1.013174544,0.386670895,0.935938877,0.570452542,0.025431711,3.962962959,0.452590267
PARNALLEE,LL3.6 CHONDRITE,LL,40.54428571,0.125,2.558333333,19.9,26.205,0.343333333,1.905,1.021666667,0.131666667,0.215,0.491666667,17.39,0.3436,0.279,14.26285714,1.3175,1.46425,0.75,0.096,0.366,0.217666667,0.087,0.258,0.0394,4.582041667,6.11E-08,6.59E-06,2.98E-08,2.44E-08,3.06E-08,1.49E-07,2.45E-08,2.83E-05,17.64,2.765,1.219250801,0.013101825,0.759397062,1.34295713,9.289340102,0.399693721,0.009273325,0.798888162,189.798995,0.968066667,9.115535714,12.59833333,0.193613333,3.32E-06,2.83E-08,9.50E-06,4.448651786,6.0042,4.40E-06,4.487900893,1.144335825,0.646330291,1.069656578,0.367124556,0.879390212,0.568376532,0.028446261,3.869942193,0.42891371
BANDONG,LL6 CHONDRITE,LL,41.83333333,0.11,2.39,21.11666667,24.76333333,0.36,2.146666667,1.033333333,0.12,0.253333333,0.4,19.6,0.383,0.275,15.38,1.36,1.212,0.73,0.0692,0.413,0.239,0.082,0.238,0.036,3.29,1.65E-07,7.25E-06,5.90E-08,4.68E-08,7.03E-08,1.16E-08,6.25E-09,2.41E-05,18.45,5.95,1.274382315,0.014537623,0.852739265,1.113354037,11.47222222,0.343096234,0.022689655,0.66571835,2064.377682,1.008,9.1125,14.66666667,0.2016,3.71E-06,5.87E-08,8.02E-06,4.6705,6.752666667,3.96E-06,4.87615,1.077380952,0.591952191,1.03746137,0.343816268,0.911798896,0.539741354,0.027569721,3.933526008,0.468525896
SEGOWLIE,LL6 CHONDRITE,LL,39.05,0.16,2.3,14.36,24.34,0.33,1.67,0.96,0.13,0.2,0.51,21.45,0.349,0.2605,14.68,1.19,1.217,0.71,0.08125,0.414,0.208,0.076,0.222,0.04,3.24,1.60E-07,8.40E-06,3.80E-08,3.10E-08,3.80E-08,9.50E-09,4.00E-09,3.05E-05,21.45,6.31,1.461171662,0.013557929,0.589975349,1.377245509,10.35,0.365384615,0.019047619,0.815789474,3210.526316,0.96,8.6225,16.40333333,0.192,4.28E-06,3.57E-08,1.02E-05,4.44925,7.353166667,4.90E-06,4.99221875,0.669463869,0.623303457,0.935912938,0.353675874,1.009043928,0.628940568,0.027912932,3.642201832,0.549295775
SAINT-SÉVERIN,LL6 CHONDRITE,LL,40.71,0.115,2.105,19.365,25.37,0.285,1.965,0.99,0.111,0.24,0.595,26.895,0.3243,0.19704,15.26666667,1.33,1.206,0.58082,0.064033333,0.5119,0.24584,0.0889,0.2999,0.044633333,4.582041667,2.50E-07,1.81E-05,4.28E-08,4.55E-08,5.09E-08,9.97E-09,1.03E-08,6.48E-05,20.455,5.24,1.761681223,0.011233741,0.763303114,1.071246819,11.46900672,0.361617312,0.013789983,0.892931937,6494.459215,1.191173333,8.972,17.53,0.238234667,9.18E-06,4.64E-08,2.16E-05,4.595871667,9.13878,1.04E-05,5.7329825,0.720022309,0.623188406,1.044844097,0.327406467,0.910025707,0.56711747,0.027044952,3.696639415,0.660648489
SEMARKONA,LL3.00,LL,38.43266667,0.084166667,3.098666667,22.228,13.77666667,0.256,0.876,2.334,0.426666667,0.15875,0.338666667,18.66333333,0.3645,0.271,14.945,1.32,1.185,0.7145,0.06,65.6608,29.32,15.6622,47.989,4.815514286,4.582041667,1.77E-07,0.000345427,3.99705896,2.445294122,3.021176491,35.88941277,6.918235484,3.73E-05,19.09,1.203214286,1.24880116,0.018582144,1.613452698,3.537290715,13.63526222,0.534181446,0.000511348,0.809384731,1.04E-06,163.4475143,7.419927083,12.98551587,32.68950286,0.000172802,3.154509858,14.26922852,4.541125,6.432944444,6.533945094,4.690416667,1.190998393,0.358462419,0.866927781,0.417541774,1.067435703,0.382635584,0.071831255,1.439748852,0.485611199
MANGWENDI,LL6 CHONDRITE,LL,40.59,0.19,4.35,20.03,24.01,0.14,1.55,0.47,0.115,0.2,0.45,20.46,0.3305,0.211666667,14.39,1.11,1.686,0.4905,0.09145,0.528,0.34,0.087,0.287,0.051,3.24,2.60E-07,9.00E-06,0.297640698,4.50E-08,0.204394768,8.40E-09,7.10E-09,5.05E-05,20.48,5.287820767,1.421820709,0.005830904,0.834235735,2.806451613,10.35294118,0.255882353,0.028888889,0.427861287,6011.904762,1.293,8.928125,15.40927359,0.2586,4.63E-06,0.16734517,1.68E-05,4.419125,7.000722222,0.062761911,4.846264583,0.978983382,0.591525006,0.979973298,0.27850875,0.921662125,0.545186194,0.014412417,10.08547007,0.504065041
MANYCH,LL3.4 CHONDRITE,LL,40.04666667,0.123333333,2.556666667,14.14666667,25.06333333,0.293333333,2.013333333,1.053333333,0.153333333,0.206666667,0.63,20.42666667,0.438666667,0.232,15.13333333,1.41,1.363333333,0.817,0.075,65.4596,41.7656,16.0635,47.3882,6.7267,4.582041667,1.55E-07,6.10E-06,3.25E-08,2.25E-08,2.64E-08,1.40E-07,2.95E-08,3.77E-05,20.59,7.783333333,1.349779736,0.011703684,0.56443676,1.26986755,9.731309557,0.38461078,0.025409836,0.853889943,269.8924731,177.4036,8.923333333,16.26666667,35.48072,3.13E-06,2.71E-08,1.26E-05,4.680916667,7.032444444,5.52E-06,4.987,0.692558747,0.625853171,0.92035052,0.361073577,1.021338094,0.639207685,0.030131513,3.787292815,0.510071583
ALTA'AMEEM,LL5 CHONDRITE,LL,39.48,0.28,2.25,16.46,25.66,0.4,1.47,1.05,0.15,0.47,0.45,20.525,0.342,0.286,15.09,1.195,1.1055,0.7355,0.168,63.8524,39.9584,15.0598,42.3654,6.5258,4.582041667,3.71E-07,1.49E-05,6.17E-08,6.21E-08,7.19E-08,1.10E-08,1.00E-08,3.96E-05,20.3,6.48,1.3601723,0.015588465,0.641465316,1.530612245,9.784608784,0.376886962,0.02484375,0.863699583,3596.969697,167.7618,8.86625,15.76833333,33.55236,7.65E-06,6.52E-08,1.32E-05,4.5315,7.051,6.89E-06,4.930875,0.801948843,0.649949341,1.009345794,0.36602395,0.937321937,0.609211776,0.030395137,3.099999997,0.519883485
NGAWI,LL3.6 CHONDRITE,LL,42.55,0.096666667,2.193333333,18.90666667,27.83,0.316666667,1.596666667,0.5,0.07,0.18,0.67,17.492,0.412,0.2458,16.3875,1.185,1.1766,0.52325,0.057333333,64.8582,40.7614,16.2651,48.192,6.7268,4.582041667,3.74E-07,0.000214,9.15E-07,9.24E-08,1.70E-07,5.43E-07,1.10E-07,4.46E-05,18.8,6.08,1.067398932,0.011378608,0.679362798,1.373695198,9.641761313,0.399031927,0.001747664,0.543529412,82.13627993,176.8035,9.404583333,14.124,35.3607,0.000107187,3.92E-07,1.51E-05,4.8180875,6.049933333,3.26E-05,4.684935417,1.080875067,0.654054054,1.044550399,0.366981961,0.910420084,0.595463947,0.013396005,6.649122795,0.411092832
DHURMSALA,LL6 CHONDRITE,LL,40.69,0.11,2.23,18.97662002,25.57,0.34,1.88,1.009092105,0.11,0.19,0.471232456,19.18,0.36,0.259,15.31,1.325,1.2655,0.7305,0.0602,52.24866667,15.48766667,12.56075,37.344,5.526833333,4.001,1.19E-07,5.24E-06,4.01E-08,3.83E-08,4.67E-08,1.16E-08,6.40E-09,3.41E-05,19.69,5.287820767,1.252775963,0.013296832,0.742143919,1.186170213,9.453635294,0.811016293,0.022768027,0.820262313,2939.655172,123.1679167,9.002386513,14.71927359,24.63358333,2.68E-06,4.17E-08,1.14E-05,4.65775,6.599666667,4.95E-06,4.811275,0.989396247,0.628409929,1.037898882,0.522290538,0.913425081,0.57400539,0.027502878,3.672619954,0.471368887
BISHUNPUR,LL3.15,LL,42.72,0.12,3.58,17.395,19.63,0.295,1.57,2.13,0.4,0.165,0.585,19.7675,0.36475,0.253,15.105,1.3,1.296666667,0.70025,0.09,64.053,38.7532,15.2601,44.1738,6.5257,4.582041667,9.319411797,1200.625005,4.336875014,2.277647067,2.70187501,49.22812512,9.445000024,4729.875008,19.97,4.255,1.308672625,0.015028018,0.886143658,2.280254777,9.81549872,0.393776514,0.007762134,0.842987577,96.08074646,168.7658,8.81125,14.66416667,33.75316,604.9722082,3.105465697,1596.182711,4.600479167,6.795083333,750.9761184,4.859645833,0.879979765,0.459503745,0.799676026,0.368825733,1.15381499,0.530182309,0.059222846,2.035573122,0.462722378
GUIDDER,LL5 CHONDRITE,LL,41.73,0.14,1.94,15.96,26.43,0.44,2.14,1.05,0.21,0.23,0.15,18.195,0.2375,0.328,15.72,1.475,1.1635,0.7585,0.084,85.44983333,43.56233333,15.2435,42.37783333,6.080383333,4.582041667,2.63E-07,1.09E-05,6.10E-08,6.75E-08,7.30E-08,8.40E-09,8.50E-09,6.01E-05,18.99,3.48,1.157442748,0.016647749,0.603859251,0.906542056,14.05336286,0.349923864,0.02412844,0.924657534,7154.761905,192.7138833,9.27125,13.555,38.54277667,5.58E-06,6.72E-08,2.00E-05,4.77925,6.2535,8.94E-06,4.7451875,0.877164056,0.633357297,0.97068926,0.35478051,0.98443029,0.623496108,0.030194105,3.238095236,0.436017254
CHAINPUR,LL3.4 CHONDRITE,LL,40.56363636,0.193333333,4.857272727,27.37272727,17.214,0.506666667,0.93,1.64,0.348,0.205714286,0.423333333,15.976,0.379716667,0.25755,15.58,1.11,1.1775,0.6606,0.05,24.54992981,0.205,5.474369926,16.57053116,0.0361,4.582041667,3.72E-07,1.78E-05,9.98E-08,8.54E-08,9.12E-08,4.78E-07,6.94E-08,5.35E-05,19.78,1.433333333,1.025417202,0.029433407,1.590143329,5.2228739,680.0534572,26.70424354,0.020900141,0.935708413,111.9715362,46.83593089,8.283161255,12.39644444,9.367186178,9.07E-06,9.21E-08,1.80E-05,4.632025,5.537755556,9.06E-06,4.398920833,1.713365503,0.424370238,0.981634409,2.970222582,0.909769316,0.386079021,0.049009413,2.91110298,0.393850291
JELICA,LL6 CHONDRITE,LL,40.06,0.1,2.59,24.015,25.47,0.29,1.365,0.515,0.07,0.04,0.43,20.15857143,0.3358,0.249,15.184,1.115,1.27025,0.5245,0.06,70.4928,40.767,15.4626,44.979,6.7267,4.582041667,4.20E-07,1.25E-05,0.297640698,9.95E-08,0.204394768,1.92E-08,1.29E-08,3.34E-05,22.85,7.09,1.327619299,0.011385944,0.942873969,1.897435897,10.47955164,0.379292074,0.0336,0.427861287,1739.583333,178.4281,8.8,16.69952381,35.68562,6.46E-06,0.167345189,1.11E-05,4.5234375,6.914457143,0.06276024,4.862140179,1.191304656,0.635796306,1.160257913,0.361096473,0.809538244,0.514701425,0.014603095,6.760683749,0.503209471
YAMATO 75258,LL6 CHONDRITE,LL,38.74,0.18,2.03,25.38,25.05,0.36,1.79,0.93,0.08,0.34,0.57,22.1,0.39,0.279,17,1.49,1.07,0.69,0.08185,0.3,13.17998238,0.0844,0.25,2.46120435,3.59,3.63E-07,1.37E-05,5.91E-08,6.42E-08,7.01E-08,1.23E-08,1.77E-07,4.70E-05,22.11,3.75,1.3,0.014371257,1.013173653,1.134078212,0.121891545,0.00640365,0.02649635,0.915834522,3818.97019,16.27558673,8.665,15.98666667,3.255117346,7.03E-06,6.45E-08,1.57E-05,5.0625,7.589666667,7.68E-06,5.38760625,1.14841629,0.646618482,1.236938926,0.046495939,0.768193536,0.496728138,0.026071244,3.782178214,0.570469799
RAGLAND,LL3.4 CHONDRITE,LL,39.6,0.11,2.38,12.98,23,0.33,1.85,0.36,0.06,0.2,0.55,20,0.384,0.219,13.3,1.310679825,1.24,0.287,0.086332883,0.363,0.242,0.084,0.194,2.46120435,4.582041667,4.54E-07,0.0001431,1.52E-06,6.72E-08,2.95E-07,1.38E-06,2.73E-07,9.42E-06,19.58,0.77,1.503759398,0.014347826,0.564347826,1.286486486,0.147488769,0.347107438,0.00317284,0.427861287,6.844018026,3.34420435,8.4725,13.45,0.66884087,7.18E-05,6.26E-07,3.69E-06,4.034419956,6.867666667,1.96E-05,4.603376588,0.649,0.580808081,0.857074798,0.387677625,1.100611451,0.639244024,0.010606061,10.07142855,0.505050505
SABRUM,LL6 CHONDRITE,LL,40.9,0.08,2,16.6,24.98,0.45,1.65,0.86,0.074,0.16,0.48,19.65,0.3313,0.2673,14.65,1.28,1.16,0.6974,0.0582,24.54992981,0.21,0.08,0.2,2.46120435,1.2,3.25E-07,1.37E-05,8.75E-08,8.51E-08,9.50E-08,1.09E-08,1.13E-08,6.05E-05,20.06,7.86,1.341296928,0.018014412,0.664531625,1.212121212,9.974762887,0.380952381,0.023698031,0.895789474,5554.12844,27.50113416,8.88425,15.85666667,5.500226831,7.02E-06,8.92E-08,2.02E-05,4.44685,6.749533333,9.36E-06,4.761775,0.844783715,0.610757946,0.969230769,0.390360027,0.983645984,0.600769601,0.022836186,3.907922908,0.480440098
YAMATO 790964,LL,LL,39.57,0.11,2.81,19.85,26.15,0.36,1.98,0.96,0.11,0.21,0.57,19.5,0.3665,0.279,15.8,1.42,1.49,0.712,0.066,0.319333333,0.214666667,0.076733333,0.237,0.036866667,4.4,0.291231887,37.51958077,0.297640698,0.147591965,0.204394768,5.37E-09,1.43E-07,2.10E-06,19.51,5.84,1.234177215,0.01376673,0.759082218,1.419191919,8.661844485,0.357453416,0.007762131,0.722092672,390.6832298,0.8846,9.01875,14.95,0.17692,18.90540633,0.216542477,7.48E-07,4.8555,6.715166667,4.807555292,4.9541875,1.017948718,0.660854182,1.08541765,0.340194731,0.860217391,0.568478261,0.027040687,4.47663551,0.492797574
OUBARI,LL6 CHONDRITE,LL,39.56,0.173333333,2.023333333,18.90666667,24.82,0.35,1.946666667,0.59,0.123333333,0.243333333,0.433333333,14.49,0.2735,0.278,14.98,1.385,1.089,0.633,0.117,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,3.03E-07,1.54E-05,6.10E-08,6.16E-08,7.58E-08,1.73E-08,9.80E-09,3.71E-05,20.84,6.586666667,0.96728972,0.014101531,0.761751276,1.039383562,9.974762887,0.415354874,0.019675325,0.812664908,2141.618497,62.23601762,8.707083333,13.97222222,12.44720352,7.85E-06,6.61E-08,1.24E-05,4.52175,5.013833333,6.62E-06,4.1556875,1.304807913,0.627401416,1.051543086,0.370432013,0.904711084,0.567617015,0.018031682,5.565420553,0.36627907
SIENA,LL5 CHONDRITE,LL,39,0.17,2.955,18.63,26.005,0.4,1.615,0.68,0.09,0.24,0.58,23.55666667,0.393,0.296,15.24333333,1.153333333,1.732333333,0.56,0.095333333,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,2.04E-07,1.01E-05,8.04E-08,4.06E-08,4.96E-08,2.03E-08,9.60E-09,4.11E-05,25.31,5.46,1.545375027,0.015381657,0.716400692,1.829721362,9.974762887,0.415354874,0.020188305,0.818548387,2024.630542,62.23601762,8.873125,18.10888889,12.44720352,5.15E-06,5.69E-08,1.37E-05,4.67225,8.081888889,6.45E-06,5.37875,0.790858922,0.666794872,1.063877964,0.370432013,0.873753781,0.58261454,0.01974359,5.935064927,0.604017094
MANBHOOM,LL6 CHONDRITE,LL,40.52,0.09,3,19.45,25.65,0.32,1.51,1.07,0.13,0.35,0.64,19.1075,0.3835,0.26275,15.47,1.136666667,1.452666667,0.752333333,0.052,24.54992981,13.17998238,5.474369926,16.57053116,2.46120435,4.582041667,3.20E-07,1.43E-05,5.34E-08,5.28E-08,5.87E-08,1.32E-08,8.20E-09,5.37E-05,19.11,5.18,1.235132515,0.012475634,0.7582846,1.986754967,9.974762887,0.415354874,0.022377622,0.900056786,4064.393939,62.23601762,9.06875,14.46583333,12.44720352,7.31E-06,5.50E-08,1.79E-05,4.702916667,6.584583333,8.56E-06,4.827177083,1.017924899,0.63302073,1.036305147,0.370432013,0.898447894,0.568736142,0.029615005,3.75833333,0.471557256
