Sample Name,Sample SubType,Class,SiO2 (wt%),TiO2 (vol%),Al2O3 (wt%),FeO (vol%),MgO (wt%),MnO (wt%),CaO (wt%),Na2O (wt%),K2O (wt%),P2O5 (wt%),Cr2O3 (vol%),Fe (wt%),Cr (wt%),Mn (wt%),Mg (wt%),Ca (wt%),Al (wt%),Na (wt%),Ti (wt%),La (ppm),Sm (ppm),Eu (ppm),Yb (ppm),Lu (ppm),Ba (ppm),He3 (ccstp/g),He4 (ccstp/g),Ne20 (ccstp/g),Ne21 (ccstp/g),Ne22 (ccstp/g),Ar36 (ccstp/g),Ar38 (ccstp/g),Ar40 (ccstp/g),FeTOT (wt%),FeS (wt%),Fe/Mg,MnO/MgO,FeO/MgO,Al2O3/CaO,La/Lu,Eu/Sm,He3/He4,Ne21/Ne22,Ar40/Ar36,Total REE,major_oxides_mean,iron_related_mean,ree_mean,he_group_mean,ne_group_mean,ar_group_mean,lithophile_mean,siderophile_mean,all_noble_gases_mean,elemental_weight_mean,Fe_Oxidation_Index,Mg_Si_Ratio,Mafic_Index,Eu_Anomaly,Silica_Saturation_Index,Mg_Number,Volatile_Depletion_Index,Refractory_Volatile_Ratio,Metal_Silicate_Proxy
GUIBGA,L5,L,39.53,0.11,2.35,14.54,24.37,0.31,1.84,0.9,0.11,0.2,0.5,15.44,0.342,0.248,14.7,1.32,1.24,0.668,0.0651,0.336,0.206,0.078,0.209,0.04,3.08,1.88E-07,2.96E-06,5.65E-08,4.74E-08,5.09E-08,1.36E-08,8.27E-09,2.04E-05,23,6.01,1.050340136,0.012720558,0.596635207,1.277173913,8.4,0.378640777,0.063329584,0.93233945,1506.142506,0.869,8.70125,14.81666667,0.1738,1.58E-06,5.16E-08,6.82E-06,4.482,5.343333333,2.97E-06,4.2528875,0.941709844,0.616493802,0.929083095,0.375913435,1.015934207,0.626317142,0.025550215,4.148514847,0.390589426
BRUDERHEIM,L6,L,40.18571429,0.12,2.162,13.658,24.806,0.332,1.784,0.98,0.136,0.254,0.54,21.61,0.3724,0.250090909,14.62428571,1.302857143,1.1326,0.699545455,0.066733333,0.327,0.152532857,0.07882,0.2188,0.08802,3.3,4.87E-07,5.27E-06,9.21E-08,9.37E-08,1.06E-07,1.56E-08,1.54E-08,1.22E-05,22.435,6.39,1.477679008,0.013383859,0.550592599,1.211883408,3.715064758,0.516741124,0.092518914,0.881015942,782.0516868,0.865172857,8.829964286,16.81166667,0.173034571,2.88E-06,9.74E-08,4.07E-06,4.439822078,7.410830303,2.28E-06,5.007314069,0.632022212,0.617284038,0.908289872,0.431450589,1.044761707,0.644914725,0.027771063,3.535842291,0.537753288
SARATOV,L4,L,40.61333333,0.11,2.26,12.49,25.38666667,0.34,2.033333333,0.763333333,0.113333333,0.386666667,0.596666667,20.77777778,0.365222222,0.2561,14.008,1.381666667,1.104666667,0.583142857,0.060142857,26.38316667,16.1845,6.488,18.37458333,2.824833333,8.3,2.85E-07,1.27E-05,4.25E-08,5.02E-08,4.18E-08,4.39E-08,2.56E-08,5.72E-05,21.5,5.726666667,1.483279396,0.013392857,0.491990546,1.11147541,9.339725058,0.400877383,0.02237721,1.182042918,1304.557885,70.25508333,8.987083333,16.00148148,14.05101667,6.50E-06,4.48E-08,1.91E-05,4.269369048,7.133033333,8.81E-06,4.817089881,0.601122995,0.625082075,0.883455139,0.376229156,1.072252046,0.670245534,0.021585686,4.897338397,0.511599912
RAMSDORF,L6,L,39.03,0.13,2.4,15.42,24.6,0.33,1.86,0.91,0.11,0.18,0.52,16.36,0.356,0.266,14.8,1.29,1.27,0.675,0.07505,0.344,0.223,0.087,0.239,0.042,3.37,7.11E-08,1.44E-06,1.80E-08,1.52E-08,1.68E-08,2.10E-09,2.57E-09,1.77E-06,23.57,3.87,1.105405405,0.013414634,0.626829268,1.290322581,8.19047619,0.390134529,0.049271891,0.905868181,843.452381,0.935,8.6775,14.6,0.187,7.57E-07,1.66E-08,5.92E-07,4.50875,5.660666667,4.17E-07,4.38650625,0.942542787,0.630284397,0.965966691,0.376849435,0.975262369,0.614692654,0.026133743,4.176470584,0.419164745
TATHLITH,L6,L,39.44,0.14,2.4,13.84,24.35,0.33,1.88,0.99,0.11,0.21,0.52,22.55,0.356,0.2595,14.68,1.34,1.27,0.73,0.07755,0.406,0.207,0.075,0.215,0.038,4.05,2.06E-07,1.55E-05,3.32E-08,3.08E-08,3.58E-08,1.84E-08,8.15E-09,5.95E-05,22.55,6.58,1.536103542,0.013552361,0.568377823,1.276595745,10.68421053,0.362318841,0.013290323,0.861538462,3233.695652,0.941,8.71375,17.22666667,0.1882,7.85E-06,3.33E-08,1.98E-05,4.505,7.721833333,9.42E-06,5.15788125,0.613747228,0.617393509,0.912762906,0.355514124,1.032731081,0.637601466,0.027890467,3.890909087,0.571754564
ZHAODONG,L4,L,40.03,0.16,2.24,13.23,25.24,0.35,1.66,1.02,0.11,0.28,0.66,21.45,0.415,0.264,15.16,1.242,1.1875,0.7305,0.096,41.027875,25.29375,10.0705625,28.071,4.406875,0.89,1.44E-07,3.88E-06,4.91E-08,5.40E-08,5.88E-08,9.02E-08,2.17E-08,1.94E-05,21.95,6.03,1.414907652,0.013866878,0.524167987,1.34939759,9.309970217,0.398144304,0.037113402,0.918367347,215.0776053,108.8700625,8.86625,16.47666667,21.7740125,2.01E-06,5.40E-08,6.50E-06,4.58,7.376333333,2.96E-06,5.068125,0.616783217,0.630527105,0.910101727,0.377935925,1.040551079,0.656095659,0.028228828,3.451327431,0.535848114
WETHERSFIELD (1982),L6,L,40.5,0.13,2.29,13.82,25.4,0.36,1.94,0.81,0.09,0.2,0.61,21,0.417,0.271,15.3,1.39,1.21,0.601,0.0713,0.301,0.204,0.078,0.215,0.04,3.1,1.08E-06,1.44E-05,1.99E-07,2.04E-07,2.31E-07,2.55E-08,2.54E-08,5.99E-05,21.03,5.75,1.37254902,0.014173228,0.544094488,1.180412371,7.525,0.382352941,0.075051975,0.883116883,2349.019608,0.838,8.94875,15.92666667,0.1676,7.76E-06,2.11E-07,2.00E-05,4.62525,7.229333333,9.51E-06,5.0325375,0.658095238,0.627160494,0.916569292,0.372443404,1.03263641,0.647628761,0.022222222,4.699999995,0.518518519
WETHERSFIELD (1971),L6,L,39.42,0.12,2.26,15.48,24.64,0.34,1.82,1.05,0.11,0.18,0.5,22.5,0.342,0.264,14.86,1.28,1.196,0.78,0.07045,0.397,0.245,0.083,0.234,0.043,3.47,6.80E-08,1.73E-06,1.88E-08,1.41E-08,1.56E-08,7.20E-09,3.13E-09,9.24E-06,22.5,5.46,1.514131898,0.013798701,0.628246753,1.241758242,9.23255814,0.33877551,0.039287091,0.906584582,1283.564815,1.002,8.7275,16.82,0.2004,8.99E-07,1.61E-08,3.08E-06,4.529,7.702,1.39E-06,5.16155625,0.688,0.62506342,0.962571977,0.34664674,0.982552343,0.614157527,0.029426687,3.517241376,0.570776256
SULTANPUR,L/LL6,L,39.9,0.16,2.07,16.25,24.21,0.35,1.75,0.9,0.1,0.18,0.51,22.44,0.349,0.2695,14.6,1.25,1.096,0.67,0.0856,0.314,0.204,0.0772,0.218,0.039,4.6,8.25E-07,2.73E-05,2.13E-07,2.07E-07,2.34E-07,2.65E-08,2.00E-08,6.65E-05,22.44,5.38,1.536986301,0.014456836,0.671210244,1.182857143,8.051282051,0.378431373,0.03021978,0.884368308,2511.320755,0.8522,8.6825,16.75333333,0.17044,1.41E-05,2.18E-07,2.22E-05,4.404,7.686166667,1.19E-05,5.0950125,0.724153298,0.606766917,0.96402192,0.366078285,0.98615917,0.598368759,0.025062657,3.819999996,0.562406015
LEEDEY,L6,L,39.672,0.114,2.426,13.7925,24.884,0.336,1.828,1.0375,0.096,0.242,0.54,22.45777778,0.350614286,0.258,14.89833333,1.208615385,1.267666667,0.745125,0.06808,17.76612,10.16319722,4.93966,14.3506,1.885841176,3.649,1.26E-07,6.88E-06,2.49E-08,2.56E-08,2.51E-08,7.53E-09,3.90E-09,5.54E-05,22.342,6.5825,1.507402021,0.013502652,0.554271821,1.327133479,9.420793342,0.486034059,0.018235978,1.021956088,7225.933511,49.1054184,8.8151875,17.12742593,9.82108368,3.50E-06,2.52E-08,1.85E-05,4.529935096,7.688797354,7.81E-06,5.156776556,0.614152484,0.627243396,0.918725355,0.409022172,1.025739144,0.643388104,0.028571789,3.7529775,0.566086353
HOLBROOK,L/LL6,L,39.67166667,0.116333333,2.173333333,17.40333333,24.76166667,0.355,1.811666667,1.126,0.108,0.251666667,0.506,19.8725,0.346625,0.269,14.866,1.28125,1.113625,0.790375,0.0678875,0.33675,0.196511111,0.075477778,0.2065,0.03275,7.44575,2.49E-07,1.45E-05,6.47E-08,5.59E-08,7.17E-08,1.36E-08,9.16E-09,5.19E-05,20.345,6.266666667,1.336775192,0.014336676,0.702833681,1.199632015,10.28244275,0.38408911,0.017186193,0.780114141,3802.969208,0.847988889,8.782375,15.49472222,0.169597778,7.36E-06,6.41E-08,1.73E-05,4.5128125,6.829375,8.35E-06,4.825907812,0.87574957,0.624165021,1.00764727,0.37468432,0.940867228,0.587256413,0.031105323,3.229335492,0.500924253
KHOHAR,L3.6 CHONDRITE,L,39.4,0.11,2.28,14.2,24.72,0.35,1.78,0.89,0.1,0.27,0.52,21.87,0.3582,0.257,14.755,1.293333333,1.179,0.687,0.058,34.94711111,20.28411111,8.065955556,22.415,3.361977778,5.7175,1.44E-07,6.38E-06,1.76E-07,5.91E-08,7.39E-08,2.43E-07,5.05E-08,1.78E-05,21.55,6.14,1.482209421,0.014158576,0.574433657,1.280898876,10.39480729,0.397648953,0.022634605,0.799030658,73.27835052,89.07415556,8.72375,16.52,17.81483111,3.26E-06,1.03E-07,6.02E-06,4.478583333,7.495066667,3.11E-06,5.057191667,0.649291267,0.627411167,0.93378119,0.378275717,1.012332991,0.635149024,0.025126904,4.101010097,0.555076142
KYUSHU,L6,L,39.7875,0.12,2.205,14.78666667,24.7925,0.3375,1.785,0.86,0.105,0.215,0.533333333,18.824,0.34725,0.264166667,14.96333333,1.26975,1.17325,0.658666667,0.070675,0.35,0.232,0.083,0.231,0.043,3.39,5.56E-07,4.18E-06,1.27E-07,1.41E-07,1.51E-07,2.60E-08,1.86E-08,3.41E-06,21.71666667,5.836666667,1.258008465,0.013612988,0.596416927,1.235294118,8.139534884,0.357758621,0.092733711,0.93625498,131.1538462,0.939,8.7609375,15.45911111,0.1878,2.37E-06,1.40E-07,1.15E-06,4.51625,6.478472222,1.08E-06,4.696386458,0.785522029,0.62312284,0.94252942,0.358532152,1.005263712,0.626402779,0.024253849,4.134715022,0.473113415
LA CRIOLLA,L6,L,39.6,0.13,2.23,15.76,24.98,0.32,2,0.96,0.09,0.21,0.53,21.95,0.3665,0.256333333,15.05,1.355,1.195,0.7145,0.07045,0.382666667,0.223666667,0.081,0.231166667,0.037166667,3.23,3.91E-07,3.95E-06,9.55E-08,1.06E-07,1.11E-07,3.19E-08,1.34E-08,3.06E-06,21.96,5.35,1.458471761,0.012810248,0.630904724,1.115,10.29596413,0.362146051,0.092733711,0.95581605,95.92476489,0.955666667,8.79875,16.42,0.191133333,2.17E-06,1.04E-07,1.04E-06,4.578625,7.524277778,9.70E-07,5.119722917,0.717995444,0.630808081,0.973942147,0.356222854,0.972017673,0.613156603,0.026515152,4.028571425,0.554292929
DENVER,L6,L,40.57,0.14,2.48,14.16,25.3,0.33,1.83,1.01,0.12,0.23,0.47,21.1,0.322,0.261,15.26,1.31,1.313,0.75,0.07705,0.397,0.248,0.083,0.237,0.045,3.9,4.90E-07,1.60E-05,7.70E-08,8.15E-08,9.75E-08,2.03E-08,1.25E-08,4.73E-05,21.1,5.71,1.382699869,0.013043478,0.559683794,1.355191257,8.822222222,0.334677419,0.030625,0.835897436,2330.049261,1.01,8.98375,15.97,0.202,8.25E-06,8.53E-08,1.58E-05,4.65825,7.227666667,8.01E-06,5.04913125,0.671090047,0.623613508,0.916608595,0.342356105,1.028129752,0.641155601,0.027853093,3.814159289,0.520088736
ELENOVKA,L5,L,39.56,0.12,2.25,14.04,24.35,0.34,1.86,0.99,0.1,0.23,0.54,22.31333333,0.3775,0.26625,14.79,1.213333333,1.183666667,0.710666667,0.0699,30.95822222,19.27922222,8.176444444,22.85466667,3.42,3.023333333,3.35E-07,1.45E-05,5.08E-08,5.42E-08,5.85E-08,1.88E-08,1.27E-08,6.27E-05,23.04,6.28,1.508677034,0.013963039,0.576591376,1.209677419,9.052111761,0.424106551,0.023106517,0.926660137,3331.975199,84.68855556,8.71,17.21111111,16.93771111,7.42E-06,5.45E-08,2.09E-05,4.474416667,7.652361111,9.72E-06,5.11558125,0.629220197,0.615520728,0.918201387,0.389522268,1.030476687,0.63427976,0.027553084,3.770642198,0.564037749
DALGETY DOWNS,L4,L,38.6,0.11,2.8,12.1,24,0.28,2.1,0.9,0.1,0.19,0.48,22.61,0.328,0.216,14.47,1.5,1.482,0.67,0.066,0.2855,0.1721,0.0805,0.2077,0.032,3.865626894,1.69E-07,7.96E-06,6.85E-08,6.64E-08,7.13E-08,1.61E-08,1.04E-08,3.52E-05,22.61,6.3,1.562543193,0.011666667,0.504166667,1.333333333,8.921875,0.467751307,0.021206569,0.931756922,2183.574879,0.7778,8.62125,17.17333333,0.15556,4.06E-06,6.87E-08,1.17E-05,4.5305,7.718,5.44E-06,5.16775,0.535161433,0.621761658,0.871980676,0.425781899,1.069252078,0.664819945,0.025906736,4.899999995,0.585751295
BARRATTA,L4,L,40.605,0.12,2.63,15.63,25.32,0.33,1.56,0.95,0.11,0.26,0.46,21.294,0.3525,0.25225,14.79,1.185,1.306,0.64475,0.072,53.43018333,32.8294,12.56218333,36.17976667,4.527818571,3.865626894,1.48E-07,1.93E-06,4.10E-08,3.20E-08,3.93E-08,5.77E-08,1.41E-08,4.27E-06,21.07,6.25,1.439756592,0.013033175,0.617298578,1.685897436,11.80042497,0.382650409,0.076783398,0.815786123,74.10404624,139.5293519,8.970625,16.20466667,27.90587038,1.04E-06,3.74E-08,1.45E-06,4.4814375,7.299583333,8.17E-07,4.9870625,0.73400958,0.623568526,0.9471493,0.36450272,0.991575092,0.618315018,0.026105159,3.952830185,0.524418175
NEJO,L6,L,39.98,0.12,2.27,14.22,24.83,0.32,1.82,0.92,0.1,0.24,0.56,22.26,0.383,0.257,14.97,1.3,1.201,0.68,0.0677,0.739,0.212,0.078,0.217,0.04,3.82,1.44E-07,5.75E-06,2.19E-08,2.32E-08,2.62E-08,7.63E-09,4.30E-09,4.45E-05,22.26,6.47,1.486973948,0.012887636,0.572694321,1.247252747,18.475,0.367924528,0.02510879,0.887106017,5837.704918,1.286,8.81,16.99666667,0.2572,2.94E-06,2.38E-08,1.48E-05,4.53775,7.633333333,6.31E-06,5.1398375,0.638814016,0.62106053,0.924260355,0.363661063,1.023815621,0.635851472,0.025512756,4.009803918,0.556778389
TANÉ,L5,L,39.76,0.14,1.91,15.14,24.96,0.28,1.54,0.92,0.11,0.26,0.56,23.08,0.383,0.243,15.05,1.1,1.011,0.68,0.0716,0.326,0.223,0.075,0.224,0.041,3,7.81E-07,1.83E-05,1.41E-07,1.51E-07,1.70E-07,1.84E-08,1.83E-08,6.11E-05,23.08,5.43,1.533554817,0.011217949,0.606570513,1.24025974,7.951219512,0.33632287,0.042699454,0.889805539,3321.195652,0.889,8.7175,17.19666667,0.1778,9.54E-06,1.54E-07,2.04E-05,4.46025,7.902,1.01E-05,5.202325,0.655979203,0.6277666,0.962323014,0.335571308,0.991521197,0.62244389,0.025905433,3.34951456,0.580482897
TOURINNES-LA-GROSSE,L6,L,38.625,0.12,2.945,14.45,24.525,0.34,2.24,1.6,0.12,0.26,0.515,22.005,0.355666667,0.262666667,14.785,1.605,1.5585,1.034666667,0.06995,0.34,0.215,0.078,0.223,0.041,3.53,1.06E-07,1.07E-05,1.99E-08,2.13E-08,2.38E-08,6.97E-09,3.43E-09,5.91E-05,22.005,5.53,1.48833277,0.013863405,0.589194699,1.314732143,8.292682927,0.362790698,0.009943688,0.896213184,7225.933511,0.897,8.831875,16.51333333,0.1794,5.38E-06,2.17E-08,1.97E-05,4.745791667,7.541111111,8.74E-06,5.20955625,0.656668939,0.634951456,0.937575174,0.356223806,0.991019885,0.629249519,0.044530744,3.014534882,0.569708738
MONTE DAS FORTES,L5,L,39.77,0.05,3.3,13.21,25.38,0.32,1.81,0.71,0.13,0.3,0.36,21.04,0.243,0.255,15.3,1.285,1.743,0.525,0.040433333,0.337,0.2,0.084,0.201,0.035,3.28,5.01E-07,1.50E-05,1.07E-07,1.16E-07,1.28E-07,1.92E-08,1.59E-08,5.62E-05,21.04,6.14,1.375163399,0.012608353,0.520488574,1.82320442,9.628571429,0.42,0.033322241,0.90625,2927.083333,0.857,8.965,16.07333333,0.1714,7.76E-06,1.17E-07,1.87E-05,4.71325,7.179333333,9.01E-06,5.053929167,0.627851711,0.638169474,0.895983283,0.418953919,1.03057787,0.657683338,0.021121448,6.083333326,0.529041991
VOUILLÉ,L6,L,40.17,0.11,2.07,13.15,24.95,0.36,1.83,0.92,0.11,0.24,0.49,21.52,0.335,0.273,15.05,1.31,1.096,0.68,0.0669,0.624,0.228,0.08,0.226,0.042,3.27,3.56E-07,3.22E-06,6.85E-08,7.23E-08,7.79E-08,1.11E-08,9.65E-09,3.69E-06,21.52,6.91,1.429900332,0.014428858,0.527054108,1.131147541,14.85714286,0.350877193,0.092733711,0.927471117,332.4324324,1.2,8.83125,16.65,0.24,1.79E-06,7.29E-08,1.24E-06,4.534,7.376,9.38E-07,5.0413625,0.61105948,0.621110281,0.901988636,0.352426326,1.054330709,0.654855643,0.025641026,3.786407763,0.535723176
MALAKAL,L5,L,39.665,0.121,2.43,14.11,24.865,0.31,1.975,1.135,0.122,0.225,0.5,22.27,0.342,0.25,14.995,1.41,1.2865,0.84,0.071566667,1.27,0.221,0.082,0.222,0.041,3.88,4.67E-08,5.18E-07,1.48E-08,1.36E-08,1.59E-08,8.68E-09,3.16E-09,3.17E-06,22.27,5.42,1.485161721,0.012467324,0.567464307,1.230379747,30.97560976,0.371040724,0.090112012,0.855841709,365.2073733,1.836,8.840875,16.65333333,0.3672,2.82E-07,1.48E-08,1.06E-06,4.632875,7.620666667,4.74E-07,5.183133333,0.633587786,0.626875079,0.925881934,0.370204102,1.017703656,0.63797306,0.031690407,3.504375494,0.561452162
L'AIGLE,L6,L,39.2,0.12,2.19,13.46,24.31,0.3,1.82,0.96,0.12,0.28,0.48,22.79,0.328,0.2465,14.66,1.3,1.159,0.71,0.06835,0.2965,0.1855,0.0745,0.203,0.036,4.622,1.42E-07,8.47E-06,2.97E-08,3.28E-08,3.35E-08,9.00E-09,7.00E-09,5.08E-05,22.79,6.58,1.554570259,0.012340601,0.553681613,1.203296703,8.236111111,0.401617251,0.016765053,0.977385686,5644.444444,0.7955,8.6475,17.38666667,0.1591,4.31E-06,3.20E-08,1.69E-05,4.45725,7.788166667,7.44E-06,5.15773125,0.590609917,0.620153061,0.912539261,0.383916073,1.037860736,0.643632513,0.02755102,3.71296296,0.581377551
KUNASHAK,L6,L,40.24333333,0.166666667,2.18,13.06,24.88333333,0.31,1.85,0.876666667,0.126666667,0.243333333,0.433333333,21.55,0.296666667,0.24525,15.00666667,1.323333333,1.153666667,0.65,0.090525,0.36,0.222,0.082,0.224,0.041,3.7,5.03E-08,1.56E-06,1.33E-08,1.29E-08,1.30E-08,5.08E-09,2.13E-09,3.35E-06,21.55,6.233333333,1.436028432,0.012458138,0.524849297,1.178378378,8.780487805,0.369369369,0.032280514,0.995192308,659.0163934,0.929,8.839166667,16.44444444,0.1858,8.03E-07,1.31E-08,1.12E-06,4.533416667,7.363972222,6.25E-07,5.039513542,0.606032483,0.618321875,0.894397737,0.3677167,1.060616709,0.655802513,0.024931666,4.016611292,0.535492421
